IMDB,Name,Runtime (mins),Genre,Rating,Votes,Description,Stars,Release_year,End_year,Episodes
4515676,United Shades of America,42.0,"Documentary, Short, Reality-TV            ",6.6,626,"    W. Kamau Bell travels America and dives into issues in America such as racism, incarceration, and more.","W. Kamau Bell, Russell Peters, Mark Nykanen, Chad McMullan",2016, ,39
4009520,The Monday Night War: WWE vs. WCW,,"Documentary, Sport            ",8.6,377,"    A documentary about the period in sports entertainment, known as the Monday Night Wars. Includes interviews with past and present on-air personalities. Also includes looking back on ...                See full summary »
","Keith David, Michael Coulthard, Bryan Danielson, Vince McMahon",2014, ,20
0482870,Robotboy,30.0,"Animation, Action, Comedy            ",5.7,1900,"    Robotboy is a cute, cutting-edge, butt-kicking battle-robot, who dreams of becoming a real boy. Created by world-renowned scientist Professor Moshimo, Robotboy has the ability to ...                See full summary »
","Laurence Bouvard, Rupert Degas, Lorraine Pilkington, Eiji Kusuhara",2005,2008,106
0838205,The Return of Jezebel James,,Comedy            ,5.7,434,"    When a newly single, professional woman learns she's unable to conceive, she looks to her estranged younger sister to carry her baby for her.","Parker Posey, Lauren Ambrose, Haysha Deitsch, Scott Cohen",2008,,7
5456714,Gotham Stories,3.0,"Animation, Crime, Drama            ",7.4,170,"    Bridging the gap between ""Gotham"" Season 2's first and second half, this web series unveils the latest challenge to Penguin's leadership, Mr. Freeze.","Robin Lord Taylor, Camren Bicondova, Nathan Darrow, Ben McKenzie",2016, ,6
6974848,Disney's Fairy Tale Weddings,63.0,Reality-TV            ,6.7,130,"    Viewers get a behind-the-scenes look at the magical weddings and one-of-a-kind engagements that take place at Disney Destinations around the globe, including Walt Disney World, Disneyland, ...                See full summary »
","Stephen Boss, Allison Holker, Ashley Eckstein, Martina McBride",2017, ,16
4791440,Benders,30.0,Comedy            ,6.5,473,"    Follows a team of friends bonded by an irrational obsession with their men's hockey team, The Chubbys. While their hockey skills may be limited, their passion is not, as shown by the chaos ...                See full summary »
","Andrew Schulz, Lindsey Broad, Chris DiStefano, Mark Gessner",2015,,8
0450208,The Buzz on Maggie,30.0,"Animation, Comedy, Family            ",5.6,1028,"    Maggie Pesky is a fun-loving, energetic, creative, and independent thinking tween fly from the metropolis of Stickyfeet, who often ruffles antennae with other insects caught up in conventional, hard-working everyday routines.","Jessica DiCicco, David Kaufman, Thom Adcox-Hernandez, Susan Tolsky",2005,2006,42
10648730,The Strongest Man in History,43.0,Reality-TV            ,8.9,390,"    The legendary feats of strongmen have been celebrated throughout time, but just how true are these fabled acts? After years of competing as rivals the four strongest men in the world are ...                See full summary »
","Nick Best, Eddie Hall, Robert Oberst, Brian Shaw",2019, ,7
6091694,Origins: The Journey of Humankind,60.0,Documentary            ,6.7,444,    Our primal curiosity has sparked new inventions and revealed the mysteries of the universe. This eight part mini series strives to trace the pivotal innovations that make us modern.,"Jason Silva, Mark Monroe, Chris Fisher, John Hedgecoth",2017, ,8
2089578,We're Alive,,"Drama, Horror            ",9.2,775,"    On a quiet Wednesday morning in May, Army Reserve Soldier Michael Cross is settling into his world cultures class at Santa Roja college near Los Angeles, when he hears an explosion in the ...                See full summary »
","Jim Gleason, Nate Geez, Elisa Eliot, Claire Dodin",2009, ,48
5333712,I'll Have What Phil's Having,60.0,Documentary            ,8.5,452,"    In I'LL HAVE WHAT PHIL'S HAVING, Rosenthal sets his sights on kitchens both on and off the well-worn gastronomic path, where he meets those who are keeping traditions alive and creating new...                See full summary »
","Phil Rosenthal, Monica Horan, Lily Rosenthal, Roy Choi",2015, ,6
0315068,Stanley,30.0,"Animation, Comedy, Family            ",6.6,496,"    Stanley is an imaginative and creative little boy who loves to make simple drawings of his favorite animals. His parents and his older brother can't see or hear the conversations he has ...                See full summary »
","Charles Shaughnessy, Jessica D. Stone, Hynden Walch, Rene Mujica",2001,2007,62
0418383,Dr. 90210,,"Documentary, Reality-TV            ",4.6,478,"    This reality series follows the professional and personal lives of several Beverly Hills plastic surgeons as they nip, tuck, augment and slice their way through their patients.","Robert M. Rey, Jason Diamond, Hayley Rey, Linda Li",2004, ,85
0366027,I'm with Her,30.0,Comedy            ,6.9,339,"    On the day that would change his life, delightful young everyman Patrick Owen is drinking his mid-morning latte when he's bitten by love. Literally. The gnashing jaws belong to Monroe, the ...                See full summary »
","Teri Polo, David Sutcliffe, Danny Comden, Rhea Seehorn",2003,2004,22
3554098,Return to Amish,60.0,Reality-TV            ,6.1,216,    Many former Amish live their new lives as English people.,"Jeremiah Raber, Rebecca, Sabrina, Abe Schmucker",2014, ,45
7112160,FLCL Progressive,,"Animation, Action, Comedy            ",5.8,538,"    Many years have passed since Naota and Haruhara Haruko shared their adventure together. Meanwhile, the war between the two entities known as Medical Mechanica and Fraternity rages across ...                See full summary »
","Kari Wahlgren, Allegra Clark, Xanthe Huynh, Robbie Daymond",2018,,7
1127107,The Starter Wife,60.0,"Comedy, Drama            ",6.6,1110,"    A television show centered around Molly Kagan, the ex-wife of a Hollywood entertainment mogul who transitions into a fabulous independent life after her divorce.","Debra Messing, Judy Davis, Chris Diamantopoulos, David Alan Basche",2008, ,10
1183569,The Goode Family,23.0,"Animation, Comedy            ",6.4,1305,"    An animated TV program that revolves around a family obsessed with doing the ""right"" thing environmentally, politically and socially.","Mike Judge, Nancy Carell, Linda Cardellini, David Herman",2009,,13
7914168,5th Ward,60.0,Drama            ,7.1,300,"    Mina, has been struggling to make ends meet - especially since the death of her husband 2 years ago. Now a single mother of 2 sons, Mina fears for their safety after an argument at a local convenience store leaves a young girl dead.","Louis Gusemano, Mya, Allison Nguyen, Chris O'Neal",2018, ,12
0419348,The Life and Times of Juniper Lee,30.0,"Animation, Action, Adventure            ",6.6,2386,    Juniper Lee is an 11 year old girl who can fight the force of chaos and curses. One day she skipped one of her friends' birthdays and fights the chaos again.,"Lara Jill Miller, Alexander Polinsky, Candi Milo, Colleen O'Shaughnessey",2005,2007,40
2521978,America Unearthed,60.0,History            ,5.8,921,"    In AMERICA UNEARTHED, forensic geologist Scott Wolter, will try to reveal that the history we all learned in school may not always be the whole story. Across the country, ancient symbols, ...                See full summary »
","Scott Wolter, Larry Yazzie, John Edel, Michael Arbuthnot",2012, ,49
2177877,Alaska: Ice Cold Killers,,"Documentary, Crime            ",7.3,173,"    Ice Cold Killers is a true crime documentary set in the harshest of climates that are as cold as the killers it features. Each episode details the sadistic acts of a murderer against an ...                See full summary »
","J.V. Martin, Kieran Gallagher, Craig Galloway, Paul Schultz",2012, ,37
3488236,Adult Wednesday,20.0,Comedy            ,8.5,399,"    The chronicles of Wednesday, from ""The Addams Family"" as an adult.","Melissa Hunter, Hunter Cope, Megan Rosati, Kate Freund",2013, ,13
6748366,Pillow Talk,,Comedy            ,2.5,123,"    Pillowtalk, created by Mike Miscitelli and Rachael Taylor (Jessica Jones), stars Adams as a tortured bachelor who is trying to stay in ""the light"" in a world where casual sex is plentiful.","Patrick J. Adams, Luka Jones, Britt Lower, Joseph Lee Anderson",2017, ,14
2396758,A Football Life,,"Documentary, Biography, Sport            ",8.6,577,    Profiles the most important and influential figures in the history of the National Football League.,"Jenn Brown, Bill Belichick, Troy Aikman, Steve Young",2011, ,130
0468999,Mind of Mencia,30.0,Comedy            ,3.0,4207,"    Carlos Mencia is speaking his mind and taking no prisoners. Enter the Mind of Mencia and get ready for a merciless mix of up close stand-up, unconventional street interviews, and shocking commercial parodies.","Carlos Mencia, Brad Williams, Joseph Mencia, Norma Michaels",2005, ,64
1619262,The Office: The Mentor,,Comedy            ,7.2,208,    Erin considers becoming an accountant.,"Ellie Kemper, Angela Kinsey, Mindy Kaling, B.J. Novak",2010, ,4
3950680,After Hours,,Comedy            ,8.5,307,    Four work buddies discuss pop-culture with extreme detail.,"Soren Bowie, Michael Swaim, Anthony Clark, Winston Rowntree",2010,2020,87
2131368,The Layover,43.0,Documentary            ,8.2,1508,"    Host Anthony Bourdain shows you the best places to eat, drink, shop, and visit if you find yourself with a day or two to spare in some of the world's greatest cities.","Anthony Bourdain, Gabriele Bonci, April Brucker, Gaëlle Cerf",2011,2013,20
2555724,Zane's the Jump Off,30.0,Drama            ,7.4,162,"    Five fraternity brothers in their 30s bond with each other and their women in this dramatic series created, executive produced and written by New York Times Bestselling Author Zane, who was also behind Zane's Sex Chronicles.","Amin Joseph, Damian T. Raven, J. Teddy Garces, Kinyumba Mutakabbir",2013, ,14
5320618,Diesel Brothers,42.0,Reality-TV            ,6.5,501,"    A group of friends in Utah own and operate a business that specializes in all things diesel. These guys don't just sell parts for diesel trucks and jeeps, they also design and build some of...                See full summary »
","Diesel Dave, Heavy D, Muscle, Red Beard",2016, ,71
0275520,The Mind of the Married Man,30.0,Comedy            ,7.4,730,    A look at married life through the minds of 3 coworkers.,"Mike Binder, Sonya Walger, Ivana Milicevic, Taylor Nichols",2001,2002,21
0876235,Miss Guided,,Comedy            ,7.5,1034,    A single-camera comedy centered on a woman (Greer) who returns to her high school alma mater to become a guidance counselor.,"Judy Greer, Chris Parnell, Kristoffer Polaha, Earl Billings",2008,,7
0257325,Teacher's Pet,30.0,"Animation, Short, Adventure            ",6.4,428,"    Envying the life of his eight-year-old master, a talking dog disguises himself as a human boy in order to go to school with him, and he becomes the big mutt on campus.","Shaun Fleming, Nathan Lane, David Ogden Stiers, Debra Jo Rupp",2000,2005,39
1827163,Mob Wives,43.0,Reality-TV            ,5.0,1370,"    Chronicles the lives of four struggling ""allegedly"" associated women who have to pick up the pieces and carry on after their husbands or fathers do time for Mob-related activities.","Drita D'Avanzo, Renee Graziano, Carla Facciolo, Karen Gravano",2011,2016,82
1595860,Scoundrels,60.0,"Comedy, Drama            ",6.3,727,    A crime family tries to go straight when the patriarch goes to prison.,"Virginia Madsen, Patrick John Flueger, Leven Rambin, Vanessa Marano",2010, ,8
1491299,Kourtney & Khloé Take Miami,60.0,Reality-TV            ,3.3,3226,    Two of the Kardashian sisters go to Miami Beach for the summer to open a branch of their clothing boutique and to socialize and party.,"Kourtney Kardashian, Khloé Kardashian, Scott Disick, Kim Kardashian West",2009,2013,31
0421316,Committed,30.0,"Comedy, Romance            ",7.4,372,"    Nate and Marni are complete opposites; Nate's comes from a long line of geniuses who all eventually go insane. Then there's Marni, an occupational therapist and everlasting optimist. ...                See full summary »
","Josh Cooke, Jennifer Finnigan, Darius McCrary, Tammy Lynn Michaels",2005,,13
0790503,Hotel Erotica Cabo,,Romance            ,6.9,120,"    Guests of Hotel Erotica Cabo experience erotic illuminations as they discover the liberated spirit which resides at a gorgeous resort on the beach in Cabo San Lucas. Shot on 35mm film at the Hotel Cabo San Lucas which was named a top 50 world destination by Conde Naste Magazine in 2002, Hotel Erotica Cabo is a mysterious place where conflicts and afflictions dissolve away with the waves and sex ...                See full summary »
","Divini Rae, Kimberly Fisher, Mark Gullion, Molinee Green",2006, ,13
10274462,Jeremy Wade's Dark Waters,,Documentary            ,8.3,290,"    Biologist Jeremy Wade takes journeys beneath the water in remote areas, to islands lost in time and out into the open ocean to investigate baffling, unsolved mysteries.","9,   Jeremy Wade",2019, ,8
1122725,Ghost Hunters International,,Documentary            ,5.7,1288,    Ghost Hunters International (GHI) is a reality series that follows a team of paranormal investigators; the GHI team travels around the world and documents some of the world's most legendary haunted locations.,"Barry Fitzgerald, Robb Demarest, Joe Chin, Paul Bradford",2008, ,62
3595806,Proof,42.0,"Drama, Fantasy, Mystery            ",6.9,3347,    A doctor who knows more than she lets on about what happens after you die.,"Jennifer Beals, David Sutcliffe, Edi Gathegi, Callum Blue",2015,,10
0790825,Ca$h Cab,22.0,Game-Show            ,7.1,2562,    Contestants unknowingly climb into a cab and try to win money by answering questions correctly on the way to their desired location.,"Ben Bailey, Gilbert Gottfried, Jim Poserina, Alejandra",2005, ,458
4622776,Breakthrough,60.0,Documentary            ,7.6,252,"    An anthology of leading scientists and how their cutting-edge innovations and advancements will change our lives in the immediate future and beyond. The series intends to bring to life the ...                See full summary »
","Mike Colter, Sheila Vand, Steven Austad, Nir Barzilai",2015, ,12
6715172,Are You the One: Second Chances,40.0,Reality-TV            ,5.8,140,"    Are you the one second chances is the spinoff of MTV'S original show Are you the one. Where contestants must figure who in the house is their perfect match. In the spinoff producers have ...                See full summary »
","Rashida Beach, Karamo Brown, Tori Deal, Adam Kuhn",2017, ,10
2458684,The Haunting Of,60.0,Biography            ,6.9,522,"    Each episode features celebrities' real life encounters with the paranormal as they return to the site of their traumatic experience. During the precarious journey, Kim Russo will unlock ...                See full summary »
","Kim Russo, Marc Wooters, Adam Smith Jr., Lew Gardner",2012, ,72
2815618,Ladies of London,60.0,Reality-TV            ,5.6,343,"    Set in the glittering, class-conscious city of London, this new series follows a group of elite British socialites and American expats enjoying the upper crust of the high society world. ...                See full summary »
","Sophie Stanbury, Adela King, Noelle Reno, Annabelle Neilson",2014, ,29
0412221,Life on a Stick,30.0,"Comedy, Romance            ",5.5,437,    Two teenage slackers try to make a living at a fast-food place at a local shopping mall while one deals with his dysfunctional family.,"Zachary Knighton, Charlie Finn, Rachelle Lefevre, Saige Thompson",2005,,13
2311579,Happy Endings: Happy Rides,,Comedy            ,7.5,131,"    Penny announces she is getting rid of her storage space and selling everything inside, including her very first car.","Elisha Cuthbert, Adam Pally, Casey Wilson, Eliza Coupe",2012,,6
1494540,The Office: Blackmail,,Comedy            ,8.0,295,    Creed blackmails his coworkers.,"Creed Bratton, Kate Flannery, Ed Helms, Oscar Nuñez",2009, ,4
4036176,Somebody's Gotta Do It,60.0,Documentary            ,8.2,146,"    Mike Rowe's Somebody's Gotta Do It brings viewers face-to-face with men and women who march to the beat of a different drum. In each episode, Rowe visits unique individuals and joins them ...                See full summary »
","Mike Rowe, Doug Glover, Troy Paff, Steve Korkis",2014, ,47
1492090,Planet Sheen,,"Animation, Comedy, Family            ",3.0,1350,"    Jimmy Neutron's goofy pal, Sheen Estevez accidentally gets himself sent to another planet, millions of light-years from Earth.","Fred Tatasciore, Bob Joles, Rob Paulsen, Thomas Lennon",2010,2013,28
3464916,WWE Legends' House,,Reality-TV            ,8.1,222,    What do you get when eight WWE Legends live under one roof? Find out in Legends' House.,"Roddy Piper, Tony Atlas, Gene Okerlund, Pat Patterson",2014, ,10
2076610,Project Runway All Stars,60.0,"Game-Show, Reality-TV            ",7.0,1569,    Past designers come back to compete for another chance to be the winner of Project Runway.,"Georgina Chapman, Isaac Mizrahi, Alyssa Milano, Zanna Roberts Rassi",2012, ,87
0470659,Run's House,,"Documentary, Music, Reality-TV            ",6.7,901,"    Joseph Simmons, best known for as a member of Run-DMC, offers a glimpse into his present-day life, where the minister and his wife raise a family of five kids.","Joseph Simmons, Justine Simmons, Vanessa Simmons, Russell Simmons Jr.",2005, ,59
2497788,SAF3,43.0,"Adventure, Comedy, Drama            ",3.1,473,"    The series follows Southern California's elite rescue task force, SAF3 (pronouced ""safe"") , consists of the cream-of-the-crop from the sea, air, and fire divisions of the Malibu Fire ...                See full summary »
","Texas Battle, Katie Meehan, Karl Thaning, Lydia Hull",2013, ,20
1790914,Allen Gregory,22.0,"Animation, Comedy, Family            ",4.3,3164,    A pretentious seven-year-old attempts to attend regular grade school after his family goes through hard times.,"Jonah Hill, Nat Faxon, Will Forte, Joy Osmanski",2011,,7
0369081,Ask This Old House,30.0,"Reality-TV, Talk-Show            ",7.7,290,"    Ask This Old House features some familiar faces, including Kevin O'Connor, general contractor Tom Silva, plumbing and heating expert Richard Trethewey, and landscape contractor Roger Cook. ...                See full summary »
","Kevin O'Connor, Tom Silva, Richard Trethewey, Roger Cook",2002, ,369
12615492,Greatness Code,6.0,"Documentary, Short, Biography            ",4.4,242,"    Untold stories from the greatest athletes in the world, with each episode examining a pivotal moment that defined an athlete's career.","Usain Bolt, Tom Brady, LeBron James, Katie Ledecky",2020, ,7
4167914,Misfit Garage,,Reality-TV            ,5.7,606,"    As things went in the workshop at Gas Monkey there was conflict and disagreements... Some which got certain guys either fired or forced them to take the road. But no, they aint giving up ...                See full summary »
","Tom Smith, Thomas Weeks, Jordan Butler, Scot McMillan",2014, ,56
5582392,The Other Kingdom,22.0,"Comedy, Drama, Family            ",5.3,261,"    A Fairy Princess has to choose between being a fairy princess or becoming human, as she is set to inherit the crown of her royal kingdom of Athenia.","Adam Peddle, Taylor Adams, Josette Halpert, Celina Martin",2016,,20
0460621,The Andy Milonakis Show,30.0,Comedy            ,5.7,1472,"    Andy Milonakis is a man who has it all: a comfy home, an outrageous sense of humor, and his own MTV television show complete with oddball skits, celebrity guests, and amusing pranks on the public at large.","Andy Milonakis, Ralphie Rivera, Wubbie, Apl.de.Ap",2005,2007,22
2401129,King of the Nerds,42.0,"Game-Show, Reality-TV            ",6.4,1479,"    A game show where competitors span the full nerd spectrum to come together to face challenges that will test their intellect, ingenuity, skills and pop-culture prowess.","Curtis Armstrong, Robert Carradine, Mindy Robinson, Xander Jeanneret",2013,2015,24
3213936,Tom Green Live,60.0,"Comedy, Talk-Show            ",3.7,223,"    Interviews of a single, provocative guest and using the latest technology taking live video internet calls from viewers.","Tom Green, James Handle, Andrew Dice Clay, Sammy Hagar",2013, ,44
11998854,Disney Insider,17.0,Documentary            ,6.7,174,"    ""Disney Insider"" peels back the curtain of The Walt Disney Company like never before, taking viewers behind the movies, theme parks, destinations, music, toys, and more. Each episode offers...                See full summary »
"," RJ Woessner, Morgana Ignis, Jack Venturo",2020, ,7
5103536,WITS Academy,,"Comedy, Drama, Fantasy            ",5.8,301,"    Andi Cruz (Emma's best friend) is finally realizing her dream of becoming a Guardian, as she is now training and studying at the WITS Academy, the Magic Realm's most esteemed school for ...                See full summary »
","Daniela Nieves, Julia Antonelli, Jailen Bates, Kennedy Lea Slocum",2015,,20
0899126,The Tonight Show with Conan O'Brien,62.0,"Comedy, Music, Talk-Show            ",8.0,7877,"    Opening monologues, sketches, celebrity interviews, and musical performances are commonly featured.","Conan O'Brien, The Tonight Show Band, Andy Richter, Jerry Vivino",2009,2010,145
7345380,The Disappearance of Maura Murray,,"Documentary, Crime            ",6.6,315,"    When bright, young nursing student Maura Murray vanished on February 9, 2004, witnesses heard what they thought was a car crash and then saw Maura outside her vehicle on the side of the ...                See full summary »
","Maggie Freleng, Art Roderick, Fred Murray, Tim Pilleri",2017,,6
0835113,Chain Reaction,30.0,Game-Show            ,6.7,169,    Game show that connects words to other words to form a chain. Game -Ball -Room -Key -Chain -Reaction,"Dylan Lane, Rob Brock, Jennifer Butler, Loring Murtha",2006, ,130
0236908,Max Steel,30.0,"Animation, Action, Sci-Fi            ",6.3,487,    A teenage boy with accidental body enhancements fights the enemies of peace as a super-powered secret agent.,"Matt Kaminsky, Christian Campbell, Jacob Vargas, Chi McBride",2000,2002,36
10772724,That Star Wars Girl,,Talk-Show            ,6.6,154,"Add a Plot
","Anna Mello, Jay, Jessi Milestone, Cecil",2018, ,164
2176947,Super Girl,9.0,"Action, Comedy, Fantasy            ",5.4,257,    Not-for-profit fan production depicting Super Girl's first year in college.,"Tiffany Kathryn, Kaight Zoia, Daniel Klein, Ryan McIntyre",2011, ,1
2096883,"Hey Ash, Whatcha Playin'?",,Comedy            ,8.3,258,"    Anthony and Ashly Burch enjoy video games, surreal humor, cupcakes, and video games. In that order.","Ashly Burch, Anthony Burch, David Burch, Ashley Davis",2008, ,129
6821540,Reasonable Doubt,60.0,Reality-TV            ,7.4,268,"    Retired homicide detective Chris Anderson and criminal defense attorney Fatima Silva help desperate families, convinced a loved one has been wrongfully convicted of murder. Each week Chris ...                See full summary »
","Chris Anderson, Melissa Lewkowicz, Fatima Silva, Mark Krenik",2017, ,30
0819085,The Upside Down Show,,"Comedy, Family            ",8.5,701,"    The Upside Down Show (AKA Down Upside), Shane Dundas and David Collins play brothers who live together in a strange house with a variety of unusual rooms.","Lachlan Gower, Mat McCoy, Alice Osborne, Mandy Bishop",2006, ,22
2217759,Monday Mornings,,Drama            ,7.7,2728,    Follows the lives of five surgeons as they push the limits of their personal and professional feelings.,"Ving Rhames, Jamie Bamber, Jennifer Finnigan, Bill Irwin",2013,,10
7246394,2 Dope Queens,228.0,"Comedy, Talk-Show            ",5.5,542,"    Based on the podcast, 2 Dope Queens by Jessica Williams and Phoebe Robinson, the series encompasses various topics about sex, romance, race, hair, living in New York, and Billy Joel.","Jessica Williams, Phoebe Robinson, Stephen Lin, Michelle Buteau",2018, ,9
2662810,Salvage Dawgs,,Reality-TV            ,7.5,164,"    Entertaining show about saving beautiful old doors, stained glass, floors, mantels, etc. from buildings that are slated to be torn down. The crew works hard to ensure future generations can enjoy the wonderful craftsmanship of the past.","Robert Kulp, Mike Whiteside, Grayson Goldsmith, Tay Whiteside",2012, ,124
1078463,Out of Jimmy's Head,30.0,"Animation, Comedy, Family            ",2.2,782,    The misadventures of a young boy with the transplanted brain of a beloved cartoonist.,"Dominic Janes, Jon Kent Ethridge, Rhea Lando, Matt Knudsen",2007,2008,20
8092942,Girls Incarcerated: Young and Locked Up,45.0,"Documentary, Reality-TV, Talk-Show            ",7.3,905,    A documentary show about troubled girls who are are juvenile delinquents in Madison Juvenile Center,"8, 9,  X",2018, ,16
0827947,Rachael Ray,60.0,Talk-Show            ,4.3,928,Rachael Ray offers simple solutions to everyday issues.,"Rachael Ray, Mike Goral, Gretta Monahan, Ian Smith",2006, ,2373
1379164,Stretch Armstrong & the Flex Fighters,22.0,"Animation, Short, Action            ",6.4,259,"    An action-comedy series based on Hasbro's stretchy, heroic toy.","Ogie Banks, Scott Menville, Steven Yeun, Wil Wheaton",2017,2018,24
2245937,My Big Fat American Gypsy Wedding,,Reality-TV            ,4.0,352,"    My Big Fat American Gypsy Wedding takes you inside a world full of traditions and celebrations. From Birthdays, to Weddings, to Holy Communions, no expense is spared and it's all about the bling.","Ellen K, Sondra Celli, Priscilla Kelly, Chuck Cinelli",2012,2018,40
3293184,Penn Zero: Part-Time Hero,22.0,"Animation, Adventure, Comedy            ",6.5,1234,    Penn Zero is not your average kid - every day he's zapped into another dimension with his friends to save the world.,"Thomas Middleditch, Adam Devine, Tania Gunadi, Alfred Molina",2014,2017,53
0406438,Method & Red,30.0,"Comedy, Music            ",7.3,614,"    Two street-wise, urban rap artists move into a comfortable suburban neighborhood in New Jersey and try to fit in with the predominantly white residents.","Method Man, Redman, Anna Maria Horsford, Beth Littleford",2004,,13
0397800,JoJo's Circus,30.0,"Animation, Comedy, Family            ",5.1,433,"    Enjoy all the fun of the circus with Jojo the clown. She has lots of fun exploring the colorful world of Circus Town, learning tricks at the Big Top school and playing with her pet lion Goliath.","Olivia Hack, Madylin Sweeten, Mickie McGowan, Madeleine Martin",2003, ,70
8651972,The 2000s,60.0,Documentary            ,8.0,738,"    A TV documentary miniseries chronicling the trends, pop culture, and important events that took place from 2000 to 2009.","Renee Graham, Julian Zelizer, Todd Boyd, Pat Buchanan",2018,,7
6953640,Roadkill,20.0,Reality-TV            ,8.3,146,"    Ride along with HOT ROD's David Freiburger and Mike Finnegan on ROADKILL, as the dynamic duo go in search of their next gearhead adventure in all types of gassers, 'barely-legal' street machines and highly strung performance vehicles.","David Freiburger, Mike Finnegan, Steve Dulcich, Tony Angelo",2012,2020,118
12390140,The Genetic Detective,,"Documentary, Crime, Mystery            ",7.3,276,    The Genetic Detective follows investigative genetic genealogist CeCe Moore as she uses her unique research skills to transform the face of crime solving.,"CeCe Moore, Steve Armentrout, Ellen Greytak, Rick Bart",2020, ,6
8290658,Slobbys World,22.0,Comedy            ,5.8,229,"    Slobby Robby (aka Robert Hall) is obsessed with pop-culture collectibles from the 1980s and 1990s. He is a world-famous buyer, seller and collector of vintage clothing and memorabilia from ...                See full summary »
","  Michael W. Spitz, Jordan Tubiolo",2017, ,24
2287041,Scorned: Love Kills,,"Documentary, Crime            ",6.8,248,    A voyeuristic peak into the lust and obsessions that have fueled some of the more brutal acts of violence to grab headlines around the world.,"Nicole Blackman, Casey Jordan, Robi Ludwig, Cathy Scott",2012, ,80
0415456,Jake in Progress,60.0,"Comedy, Romance            ",5.9,323,    John Stamos plays a New York publicist (Jake Phillips) to the famous in this romantic comedy. He tries to change his womanising ways when he meets Kylie Clarke (played by Madchen Amick).,"John Stamos, Wendie Malick, Ian Gomez, Rick Hoffman",2005,2006,21
6407712,Norm Macdonald Live,,"Comedy, Talk-Show            ",9.1,904,"    Norm Macdonald Live is a weekly talk show hosted by Norm Macdonald and co-host Adam Eget. The show features interviews with comedians, actors, and other members of the entertainment community.","Norm MacDonald, Adam Eget, Fred Stoller, Bob Einstein",2013,2017,39
2764636,The Birthday Boys,30.0,Comedy            ,7.4,929,    A group of guys create sketch comedy.,"Jefferson Dutton, Tim Kalpakis, Mike Hanford, David Ferguson",2013, ,20
0239330,Dead Last,60.0,"Adventure, Comedy, Crime            ",7.8,258,    Three bandmates find a strange amulet that allows them to see and talk to ghosts. They end up helping various ghosts resolve their unfinished business that keeps them stuck on Earth.,"Sara Downing, Tyler Labine, Birkett Turton, Wayne Pére",2001, ,14
0258620,Going to California,45.0,Drama            ,8.2,137,"    Kevin, nicknamed Space, and buddy Hank decide to abandon the routine life to drive across the country. Whatever situation they encounter they adapt and their plans are defined by no rules, no map, just go.","Sam Trammell, Brad William Henke, John Asher, Johnny Kearns",2001,2002,22
0328732,The Anna Nicole Show,30.0,"Comedy, Reality-TV            ",4.1,678,    Reality show starring everyone's favorite plus sized model Anna Nicole Smith!,"Anna Nicole Smith, Daniel Smith, Howard K. Stern, Kim Walther",2002,2004,28
9382364,UnMade,5.0,"Short, Comedy            ",6.1,156,"    Everyone moves to Hollywood with a dream and a script. In this series, celebrities reveal the movies and TV episodes they wrote before they were famous, and - spoiler alert - they are not all winners. The stars explain the plots, their inspirations, and why their dream projects never got made - before scenes are brought to life for the first time ever.","Catherine McCafferty, Owen Robinson, Tony Rodriguez, Paul Rust",2019, ,10
7836396,My Hero Academia Abridged,,"Animation, Action, Comedy            ",7.8,209,"    Non-official parody of the popular anime Boku No Hero Academia. My Hero Academia Abridged is a darkly comedic interpretation of the hit super hero anime that follows a terminally ill ...                See full summary »
","Naomi Fielding, Alifluro, Francisco Bassington, Eagle8Burger",2016, ,18
0958228,Are You Smarter Than a 5th Grader?,60.0,"Family, Game-Show            ",4.9,2336,    A quiz show that features adult contestants and questions directly from the textbooks of first through fifth graders.,"Jeff Foxworthy, Danielle Soibelman, Madison Leisle, Lauren Perez", 2007,2019,210
6211586,Jon Glaser Loves Gear,,Comedy            ,7.3,340,"    Jon Glaser ""explores"" in a reality-like series his ""passion"": gear.","Jon Glaser, Sólveig Eva, Charlie Jones, John Hodgman",2016, ,20
9199798,Dogs,50.0,Documentary            ,8.1,987,    Documentary series celebrating the deep emotional bonds between people and their beloved four-legged best friends.," Beth, Carly, Corinne",2018, ,6
5533758,Great Minds with Dan Harmon,,Comedy            ,8.0,413,    Dan Harmon and his assistant Spencer Crittenden create clones of famous people in history and introduce them to the modern world for 6 hours while asking questions.,"Dan Harmon, Spencer Crittenden, Steven Levy, Jack Black",2016, ,15
0331800,Unwrapped,30.0,"Documentary, Family            ",8.1,357,"    Goes behind the scenes to show us how our favorite foods were developed and are manufactured. Each show is usually grouped around a theme (Halloween, snack foods, candy, etc.), and tours of...                See full summary »
","Marc Summers, Steve Spangler, Sven Koch, Hans Richter",2001, ,214
1833558,The Real Housewives of Miami,43.0,Reality-TV            ,3.0,933,"    The newest series of the Housewives franchise adds a unique flavor as the show goes inside this cultural hot spot. The Real Housewives of Miami follows six of the most connected and ...                See full summary »
","Lea Black, R.J. Black, Adriana De Moura, Alexia Echevarria",2011,2013,41
3017438,West Coast Customs,44.0,Reality-TV            ,6.0,432,"    Chronicling the a car-customizing shop in Corona, Cal., and their clients' project vehicles.","Ryan Friedlinghaus, Hunter Clancey, Wilee Delarosa, Emeline Gridley",2013, ,29
