IMDB,Name,Runtime (mins),Genre,Rating,Votes,Description,Stars,Release_year,End_year,Episodes
7146326,The Family Business,50.0,"Action, Crime, Drama            ",6.1,354,"    By day, the Duncans are an upstanding family who run a thriving exotic car dealership in New York. By night, they live a dangerous secret life. When they come under siege the Duncans will have to stick together or die separately.","Antoine Holmes Sr., Spencer Holmes, LisaRaye McCoy, Valarie Pettiford",2018, ,20
2729716,The Haves and the Have Nots,42.0,"Crime, Drama, Mystery            ",6.0,2897,    Centers on the rich Cryer and Harrington families (the haves) and the poor Young family (the have nots) whose lives intertwine when Hanna Young starts working for the Cryers.,"Tika Sumpter, John Schneider, Crystal Fox, Angela Robinson",2013, ,209
1660055,Scooby-Doo! Mystery Incorporated,23.0,"Animation, Adventure, Comedy            ",8.0,8957,"    Scooby-Doo and the gang attempt to solve creepy mysteries in the town of Crystal Cove, a place with a history of eerie supernatural events.","Frank Welker, Mindy Cohn, Grey Griffin, Matthew Lillard",2010,2013,52
1765622,Kickin' It,22.0,"Action, Comedy, Family            ",6.4,4691,    A once-in-a-generation young karate fighter named Jack joins the Wasabi warriors.,"Leo Howard, Dylan Riley Snyder, Mateo Arias, Jason Earles",2011,2015,84
1991410,Dance Moms,42.0,Reality-TV            ,4.7,5698,"    The series follows doting mothers and their childrens' early steps on the road to stardom, all under the discerning eye of a notoriously demanding and passionate dance instructor.","Abby Lee Miller, Nia Sioux, Holly Frazier, Kendall Vertes",2011, ,234
8690518,The Baby-Sitters Club,,"Comedy, Drama, Family            ",7.3,2212,    Based on the book series of the same name focusing on a group of young girls who start their own babysitting service.,"Sophie Grace, Momona Tamada, Shay Rudolph, Malia Baker",2020, ,11
4577466,Casual,25.0,"Comedy, Drama            ",7.5,7357,"    A comedy series about a bachelor brother and his newly divorced sister living under one roof again. Together, they coach each other through the crazy world of dating while raising her teenage daughter.","Michaela Watkins, Tommy Dewey, Tara Lynne Barr, Nyasha Hatendi",2015,2018,44
8146754,Infinity Train,11.0,"Animation, Action, Adventure            ",8.4,3401,"    Various people find themselves on a mysterious train with an endless number of cars, each one being its own universe, and they must find a way to get home in this animated anthology series.","Ashley Johnson, Owen Dennis, Kirby Howell-Baptiste, Jeremy Crutchley", 2019, ,30
6877772,American Vandal,34.0,"Comedy, Crime, Drama            ",8.2,26717,    A true-crime satire that explores the aftermath of a costly high school prank that left twenty-seven faculty cars vandalized with phallic images.,"Tyler Alvarez, Griffin Gluck, Jimmy Tatro, Travis Tope",2017,2018,16
1780441,Portlandia,22.0,Comedy            ,7.8,18208,"    A sketch-comedy series that parodies life in Portland, Oregon.","Fred Armisen, Carrie Brownstein, Kyle MacLachlan, Sam Adams",2011,2018,79
1074206,The Passage,60.0,"Action, Adventure, Drama            ",7.3,10517,"    When a botched U.S. government experiment turns a group of death row inmates into highly infectious vampires, an orphan girl might be the only person able to stop the ensuing crisis.","Mark-Paul Gosselaar, Saniyya Sidney, Jamie McShane, Caroline Chikezie",2019,,10
3576794,Red Band Society,43.0,"Comedy, Drama            ",7.9,9404,"    A group of teenagers live together as patients at a hospital's pediatric ward and learn how to deal with their illnesses, the experiences that they have, and the people that they meet.","Octavia Spencer, Dave Annable, Astro, Ciara Bravo",2014,2015,13
6205862,Inside Look: The People v. O.J. Simpson - American Crime Story,5.0,"Documentary, Short            ",8.4,22920,    Inside the series of the same name.,"Sarah Paulson, Brad Simpson, Sterling K. Brown, Nina Jacobson",2016,,13
5620076,Chance,60.0,"Drama, Mystery, Thriller            ",7.7,9010,"    A forensic neuro-psychiatrist reluctantly enters a dangerous and violent world of mistaken identity, police corruption and mental illness.","Hugh Laurie, Ethan Suplee, Greta Lee, Stefania LaVie Owen",2016,2017,20
4839610,We Bare Bears,30.0,"Animation, Adventure, Comedy            ",7.9,11755,    Three bear brothers do whatever they can to be a part of human society by doing what everyone around them does.,"Eric Edelstein, Demetri Martin, Bobby Moynihan, Keith Ferguson",2014,2019,140
1837654,The Secret Circle,45.0,"Drama, Fantasy, Horror            ",7.3,45181,"    16 year old Cassie Blake moves to Chance Harbor, Washington to live with her grandmother after her mother mysteriously dies. She discovers she's a witch along with 5 other teens.","Britt Robertson, Thomas Dekker, Phoebe Tonkin, Shelley Hennig",2011,2012,22
1751105,My Little Pony: Friendship Is Magic,22.0,"Animation, Adventure, Comedy            ",7.6,18992,"    After learning that her friends, as well as herself, are the magical Elements of Harmony, studious unicorn Twilight Sparkle is sent by her mentor, Princess Celestia, to Ponyville to study the magic of friendship with help from her friends.","Ashleigh Ball, Tara Strong, Tabitha St. Germain, Andrea Libman",2010,2020,235
0300865,That's So Raven,30.0,"Comedy, Family, Fantasy            ",6.6,17757,"    A teenage girl periodically receives brief psychic visions of the near future. Trying to make these visions come true results in trouble, and hilarious situations, for the girl and her friends.","Raven-Symoné, Orlando Brown, Anneliese van der Pol, Kyle Massey",2003,2007,100
6492236,Splitting Up Together,30.0,Comedy            ,6.9,3390,    The story of a couple whose marriage is reignited by their divorce.,"Jenna Fischer, Oliver Hudson, Olivia Keville, Van Crosby",2018,2019,26
5817158,To Tell the Truth,42.0,"Comedy, Game-Show, Mystery            ",6.3,496,"    Three contestants claim to be a person with an unusual distinction or occupation. One is telling the truth, and the other two are impostors. Four celebrity panelists ask them questions to figure out who is telling the truth.","Anthony Anderson, Doris Bowman, Jalen Rose, Sherri Shepherd", 2016, ,61
4124758,Instinct,60.0,"Crime, Drama, Mystery            ",6.6,6405,"    A former CIA operative (Cumming), who has since built a ""normal"" life as a gifted professor and writer, is pulled back into his old life when the NYPD needs his help to stop a serial killer on the loose.","Alan Cumming, Bojana Novakovic, Daniel Ings, Michael B. Silver",2018,2019,24
1825133,Smash,44.0,"Drama, Musical            ",7.7,16335,"    More drama occurs behind the scenes than on stage, as the team prepares an ambitious Broadway musical on the life of Marilyn Monroe.","Debra Messing, Jack Davenport, Katharine McPhee, Christian Borle",2012,2013,32
1332030,Make It or Break It,45.0,"Drama, Sport            ",7.5,9366,    Follows a group of teen Olympic hopefuls as they train and prepare for their day in the spotlight.,"Ayla Kell, Josie Loren, Cassandra Scerbo, Candace Cameron Bure",2009,2012,48
2393813,Graceland,42.0,"Action, Crime, Drama            ",7.7,15952,"    A rookie FBI agent is sent to a house for undercover agents in Southern California, where he is trained by a former legend FBI agent.","Daniel Sunjata, Aaron Tveit, Vanessa Ferlito, Manny Montana",2013,2015,38
4898282,Blood Drive,60.0,"Action, Adventure, Comedy            ",7.3,5596,"    In a dystopian alternate 1999, a former cop is forced to take part in a death race in which cars run on human blood as fuel.","Alan Ritchson, Christina Ochoa, Thomas Dominique, Marama Corlett",2017,,13
6599482,The Romanoffs,60.0,Drama            ,7.0,4938,    Anthology of eight stories about people who believe themselves to be descendant of the Russian Royal family.,"Diane Lane, JJ Feild, Aaron Eckhart, Louise Bourgoin",2018,,8
3900614,Odd Squad,27.0,"Action, Adventure, Comedy            ",6.5,856,"    Geared for children ages 5-8, ""Odd Squad"" follows two young agents, Olive and Otto, who are part of an agency that seeks to save the day using math when odd things happen.","Millie Davis, Sean Michael Kyer, Dalila Bela, Filip Geljo",2014, ,92
4118584,Shades of Blue,60.0,"Action, Crime, Drama            ",7.0,9681,"    Harlee Santos, New York police officer and single mother, is forced to work in the F.B.I.'s anti-corruption task force while dealing with her own financial problems.","Jennifer Lopez, Ray Liotta, Drea de Matteo, Dayo Okeniyi",2016,2018,36
1131746,Big Time Rush,25.0,"Comedy, Family, Musical            ",6.3,9929,"    Four hockey players from Minnesota aspire to become a boyband. Kendall, Logan, Carlos, and James embark on a life-changing journey and face challenges along the way.","Kendall Schmidt, James Maslow, Carlos PenaVega, Logan Henderson",2009,2013,73
1566154,Teen Mom,60.0,Reality-TV            ,3.6,4479,"    A documentary series that follows four of 16 & Pregnant's first season stars, Farrah, Maci, Amber and Catelynn as they face the challenges of motherhood.","Amber Portwood, Catelynn Lowell, Maci Bookout, Farrah Laurel Abraham",2009, ,211
2802008,Once Upon a Time in Wonderland,42.0,"Adventure, Drama, Fantasy            ",7.0,11356,"    In Victorian England, the young and beautiful Alice tells a tale of a strange new land that exists on the other side of a rabbit hole.","Sophie Lowe, Michael Socha, Peter Gadiot, Emma Rigby",2013,2014,13
1877889,Teenage Mutant Ninja Turtles,24.0,"Animation, Action, Adventure            ",7.8,8435,"    Four ninja turtles, mutated by a mysterious alien substance, must rise up out of the sewers and defend their city against evil forces from both the past and present.","Sean Astin, Rob Paulsen, Greg Cipes, Mae Whitman",2012,2017,125
2581458,Looking,30.0,"Comedy, Drama, Romance            ",8.2,16135,    The experiences of three close friends living and loving in modern-day San Francisco.,"Jonathan Groff, Frankie J. Alvarez, Murray Bartlett, Lauren Weedman",2014,2015,18
6688750,Puppy Dog Pals,24.0,"Animation, Family            ",7.1,763,"    Fun-loving pug puppies, brothers Bingo and Rolly, have thrill-seeking appetites that take them on exhilarating adventures in their neighborhood and around the globe.","Issac Ryan Brown, Sam Lavagnino, Harland Williams, Tom Kenny",2017, ,85
6903284,Nightflyers,60.0,"Drama, Horror, Mystery            ",5.9,11626,"    A crew of scientists embark on a mission aboard a ship called the Nightflyer to investigate a mysterious alien signal, but soon begin to question if there is already something on-board the Nightflyer with them.","Eoin Macken, David Ajala, Jodie Turner-Smith, Angus Sampson",2018,,10
1492966,Louie,22.0,"Comedy, Drama            ",8.5,74396,"    The life of Louie C.K., a divorced comedian living in New York with two kids.","Louis C.K., Hadley Delany, Ursula Parker, Pamela Adlon",2010,2015,61
6467294,Somewhere Between,41.0,"Drama, Mystery, Sci-Fi            ",6.2,4607,"    A local news producer is given one chance to relive a deadly week and stop a serial killer. If she fails, she'll lose her daughter forever.","Paula Patton, Devon Sawa, Aria Birch, Catherine Barroll",2017,,10
2758770,Star vs. the Forces of Evil,22.0,"Animation, Action, Adventure            ",8.0,10779,"    Star Butterfly arrives on Earth to live with the Diaz, a Mexican-American family. She continues to battle villains throughout the universe and high school, mainly to protect her extremely powerful wand, an object that still confuses her.","Eden Sher, Adam McArthur, Grey Griffin, Daron Nefcy",2015,2019,77
7725422,Vida,35.0,Drama            ,7.2,2321,"    Two sisters, who could not be more different or distanced from each other, are forced to move back to their childhood neighborhood, after the death of their mother, only to discover her past and the shocking truth about her identity.","Melissa Barrera, Mishel Prada, Ser Anzoategui, Chelsea Rendon",2018,2020,22
4419214,Queen Sugar,60.0,Drama            ,7.7,3909,"    Follows the life of three siblings, who move to Louisiana to claim an inheritance from their recently departed father - an 800-acre sugarcane farm.","Rutina Wesley, Dawn-Lyen Gardner, Kofi Siriboe, Omar J. Dorsey",2016, ,66
13025202,Aurora Teagarden Mysteries,90.0,"Crime, Mystery            ",7.7,205,"    Aurora/Roe, a librarian and amateur sleuth, investigates and solves murders with help from her friends in Real Murders Club.","Candace Cameron Bure, Marilu Henner, Peter Benson, Ellie Harvie",2015, ,14
8873996,Deputy,44.0,"Action, Crime, Drama            ",6.2,4296,"    Deputy Bill Hollister, a career lawman who is very comfortable kicking down doors, but is utterly lost in a staff meeting, becomes acting sheriff of Los Angeles County when the sheriff drops dead.","Stephen Dorff, Yara Martinez, Brian Van Holt, Bex Taylor-Klaus",2020,,13
