IMDB,Name,Runtime (mins),Genre,Rating,Votes,Description,Stars,Release_year,End_year,Episodes,Seasons,Distributor,Genres,Story
0400037,Summerland,60.0,Drama            ,6.9,3611,"    Bradin, Nikki and Derrick are 3 kids from an average normal Kansas household. Their whole life is thrown upside-down when their parents are tragically killed in a car accident.","Lori Loughlin, Merrin Dungey, Ryan Kwanten, Jesse McCartney",2004,2005,26,2,Noggin,Drama,"Bradin, Nikki and Derrick are 3 kids from an average normal Kansas household. Their whole life is thrown upside-down when their parents are tragically killed in a car accident. Ava Gregory (their aunt) gets custody of her niece and nephews and they move into her Californian home (in Summerland). Ava, a struggling clothes designer, lives with her best friend and business partner, Susannah Rexford, her friend, an ex- pro.surfer, Jay Robertson and her ex-boyfriend, real estate agent, Johnny Durrant. All four of them are highly unequipped to handle children and are not use to including them in their everyday lives. The series follows each of their struggles through life. Ava is trying to get her fashion line to take off. Whilst also fighting feelings for Johnny, her childhood sweetheart. And now trying to bring up her sisters 3 children up as well as possible. Johnny is forever trying to fight his feelings for Ava, knowing he ruined that relationship long ago. Johnny is the father figure ..."
5564124,60 Days In,42.0,Reality-TV            ,7.7,2084,"    ""60 Days In"" offers an unprecedented look at life behind bars at Indiana's Clark County Jail. Seven ordinary people volunteer to live among its general population for 60 days, without fellow inmates or staff knowing their secret.","Dion Shepherd Jr., Zachary Holland Baker, Monalisa Johnson, Tami Ferraiuolo",2016, ,87,6,A+E Networks,Reality-TV,"""60 Days In"" offers an unprecedented look at life behind bars at Indiana's Clark County Jail. Seven ordinary people volunteer to live among its general population for 60 days, without fellow inmates or staff knowing their secret."
0367424,Tarzan,60.0,"Action, Adventure, Drama            ",6.5,773,"    This thrilling contemporary take transforms the classic Tarzan tale into a rapid-fire adventure, an intriguing mystery and, most of all, a fiery love story. Strong-willed NYPD detective ...                See full summary »
","Travis Fimmel, Sarah Wayne Callies, Miguel A. Núñez Jr., Mitch Pileggi",2003,,9,1,Warner Bros. Television,"Action ,Adventure ,Drama ,Mystery ,Romance","This thrilling contemporary take transforms the classic Tarzan tale into a rapid-fire adventure, an intriguing mystery and, most of all, a fiery love story. Strong-willed NYPD detective Jane Porter's perfectly ordered life turns upside down when a routine case unexpectedly leads her to primal and passionate Tarzan, now loose in the urban jungles of New York City. After plucking the mysterious feral man from his wild home, Tarzan's billionaire uncle, the CEO of powerful Greystoke Industries, stops at nothing to 'civilize' Tarzan in his own image. And, inexorably attracted to Tarzan's dangerous yet profoundly innocent nature, Jane wrestles with reason and instinct, civilization and savagery, her heart and her head."
0305472,That '80s Show,30.0,Comedy            ,4.8,2010,    That '80s Show is a half-hour ensemble comedy focusing on a group of twenty-somethings finding their way through the '80s in San Diego.,"Glenn Howerton, Tinsley Grimes, Chyler Leigh, Eddie Shin",2002,,13,1,Fox Network,Comedy,"The date is 1984. The location is San Diego, just one hour outside of the big dream we call Los Angeles. Corey and Katie live with their Dad RT and Corey's friend Roger. Corey is a creative soul who is trying to make it in the music world in a decade that only appreciates financial success. Although his father, RT, is a successful professional who is about to strike gold with his Gut Whacker and ride the '80s fitness marketing craze wave, Corey finds it difficult to get in the game. On the other hand, Corey's friend Roger idolizes Ronald Reagan and listens to motivation tapes while trying to find his way into corporate America. The household is rounded out by Corey's younger sister Katie, a chip off the old block whose sweetness and naiveté make her the perfect go between for her father and brother. At Club Piranha, a local gathering place, Sophia is in control. Sophia, Corey's ex, is a beautiful, ""grab all that I can"" kind of girl who doesn't like to limit her choices. Sophia breaks ..."
7741824,The Boss Baby: Back in Business,25.0,"Animation, Adventure, Comedy            ",6.4,2447,"    With a little help from his brother and accomplice, Tim, Boss Baby tries to balance family life with his job at Baby Corp headquarters.","JP Karliak, David W. Collins, Flula Borg, Pierce Gagnon",2018, ,50,4,Netflix,"Animation ,Adventure ,Comedy ,Family ,Fantasy","With a little help from his brother and accomplice, Tim, Boss Baby tries to balance family life with his job at Baby Corp headquarters."
1509004,Enlightened,28.0,"Comedy, Drama            ",7.5,7277,"    A self-destructive woman who has a spiritual awakening becomes determined to live an enlightened life, creating havoc at home and work.","Laura Dern, Diane Ladd, Sarah Burns, Luke Wilson",2011,2013,18,2,Home Box Office,"Comedy ,Drama","A self-destructive woman who has a spiritual awakening becomes determined to live an enlightened life, creating havoc at home and work."
6503244,Valor,42.0,Drama            ,6.0,2866,"    The boundaries between military discipline and human desire are tested on a U.S. Army base that houses an elite unit of helicopter pilots trained to perform clandestine international and ...                See full summary »
","Christina Ochoa, Matt Barr, Charlie Barnett, Nigel Thatch",2017,2018,13,1,The CW Network,None,"The boundaries between military discipline and human desire are tested on a U.S. Army base that houses an elite unit of helicopter pilots trained to perform clandestine international and domestic missions. The drama unfolds in the present as well as in flashbacks to a failed mission involving one of the first female pilots in the unit, ultimately uncovering layers of personal and government/military secrets and leading to a season-long plan to rescue a group of MIA soldiers."
0293737,The Proud Family,30.0,"Animation, Comedy, Family            ",6.4,6279,    Follow the adventures and misadventures of Penny Proud as she does her best to navigate through the early years of teend-dom.,"Kyla Pratt, Tommy Davidson, Jo Marie Payton, Paula Jai Parker",2001,2005,52,2,Buena Vista Television,"Animation ,Comedy ,Family ,Fantasy","Fourteen-year-old Penny Proud (Kyla Pratt) has one wacky family: over-protective father, Oscar (Tommy Davidson), loving mother, Trudy (Paula Jai Parker), little brother Cece (Tara Strong) and sister Bebe (Tara Strong), and hardcore grandmother Suga Mama (Jo Marie Payton). Her wild friends: Dijonay Jones (Karen Malina White), Sticky Webb (Orlando Brown), Zoey Howzer (Soleil Moon Frye), and LaCienega Boulevardez (Alisa Reyes), and the bullies the Gross sisters (Raquel Lee)."
4481322,The Grinder,21.0,Comedy            ,7.1,6941,"    Television lawyer Dean Sanderson moves back to his small home town after a stint in Hollywood, thinking that his time on TV qualifies him to run his family's law firm.","Rob Lowe, Fred Savage, Mary Elizabeth Ellis, Hana Hayes",2015,2016,22,1,Fox Network,Comedy,"Follows the life of a former hit TV series actor by the name of Dean Sanderson (Rob Lowe). Dean has returned to his hometown of Boise, Idaho, after years of portraying a lawyer on the fictitious television show THE GRINDER in Hollywood. His years of portraying a lawyer on television have somehow given him the idea he is actually qualified to work in and perhaps run his family's real-life law firm."
4651824,The Muppets.,21.0,"Comedy, Family            ",7.4,5972,    Jim Henson's lovable Muppets return to the small screen in this mockumentary-style series that follows their personal and professional lives.,"Dave Goelz, Eric Jacobson, Bill Barretta, Peter Linz",2015,2016,17,1,Disney-ABC Domestic Television,"Comedy ,Family","The Muppets return to prime-time with a contemporary, documentary-style show. For the first time ever, a series will explore the Muppets' personal lives and relationships, both at home and at work, as well as romances, breakups, achievements, disappointments, wants and desires."
0247081,Boston Public,60.0,"Comedy, Drama            ",7.3,5440,"    The lives of 10 faculty members at a high school in Boston weave in and out of dealing with trouble-makers, having a personal life, and keeping sanity.","Loretta Devine, Anthony Heald, Fyvush Finkel, Chi McBride",2000,2004,81,4,Fox Network,"Comedy ,Drama","The lives of 10 faculty members at a high school in Boston weave in and out of dealing with trouble-makers, having a personal life, and keeping sanity."
10023178,A Little Late with Lilly Singh,30.0,"Comedy, Talk-Show            ",1.6,5809,    Late-night talk show hosted by Canadian comedian and YouTuber Lilly Singh.,"Lilly Singh, Rainn Wilson, Alison Sieke, Adam Rippon",2019, ,116,2,National Broadcasting Company,"Comedy ,Talk-Show",Late-night talk show hosted by Canadian comedian and YouTuber Lilly Singh.
9073898,Duncanville,,"Animation, Comedy            ",5.9,1157,    An average kid named Duncan dreams of making it big without having to wear a suit and tie to do so.,"Amy Poehler, Ty Burrell, Riki Lindhome, Joy Osmanski",2020, ,15,2,Fox Network,"Animation ,Comedy",An average kid named Duncan dreams of making it big without having to wear a suit and tie to do so.
1785123,Storage Wars,22.0,Reality-TV            ,6.3,8821,"    Four professional buyers and their teams as they scour repossessed storage units in search of hidden treasure. these seasoned veterans have found everything from coffins to the world's most...                See full summary »
","Brandi Passante, Jarrod Schulz, Laura Dotson, Dan Dotson",2010, ,286,12,A+E Networks,Reality-TV,"Four professional buyers and their teams as they scour repossessed storage units in search of hidden treasure. these seasoned veterans have found everything from coffins to the world's most valuable comic book collection, paying as little as ten dollars for items valued in the millions."
9165462,The Casagrandes,,"Animation, Action, Adventure            ",6.5,347,"    Spin-off of The Loud House (2016) featuring Ronnie Anne Santiago, a girl who moves to the big city alongside her mother and older brother Bobby, where she meets her extended Hispanic family.","Carlos Alazraqui, Izabella Alvarez, Sonia Manzano, Alex Cazares",2019, ,27,3,Nickelodeon Network,"Animation ,Action ,Adventure ,Comedy ,Family ,Fantasy ,Thriller","Ever since moving to Great Lakes City in The Loud House: The Loudest Mission: Relative Chaos (2017), Ronnie Anne and Bobby will adjust to their new life in the city, where they now live with their big, loving and chaotic multi-generational family, the Casagrandes. Ronnie Anne will make new friends, build stronger bonds with her relatives and explore the endless possibilities of city life. Bobby helps Abuelo run the Mercado and meets all the city neighbors who shop there. Ronnie Anne and Bobby deal with their parents divorce, with their mom always working shifts as a nurse at the hospital and their dad working as a doctor in Peru."
3476576,The Slap,42.0,Drama            ,6.1,3277,    A once happy family suddenly begins to fall apart following a seemingly minor incident in which a man slaps another couple's misbehaving child.,"Brian Cox, Melissa George, Lucas Hedges, Marin Ireland",2015,,8,1,National Broadcasting Company,Drama,"A family drama that explodes from one small incident where a man slaps another couple's misbehaving child. This seemingly minor domestic dispute pulls the family apart, exposes long-held secrets, and ignites a lawsuit that challenges the core values of all who are pulled into it."
2292621,Burning Love,23.0,"Comedy, Romance            ",8.0,3555,"    A parody of reality dating shows in the vein of ""The Bachelor"" and ""The Bachelorette"".","Michael Ian Black, June Diane Raphael, Ken Marino, Abigail Spencer",2012,2013,42,3,None,"Comedy ,Romance","A parody of reality dating shows in the vein of ""The Bachelor"" and ""The Bachelorette""."
1797475,The Playboy Club,60.0,"Crime, Drama            ",6.4,4966,    Centers on the Bunnies and patrons of the original Playboy Club in 1960s Chicago.,"Randy Steinmeyer, Eddie Cibrian, David Krumholtz, Laura Benanti",2011,,7,1,National Broadcasting Company,"Crime ,Drama",Centers on the Bunnies and patrons of the original Playboy Club in 1960s Chicago.
5056958,Mosaic,30.0,"Crime, Drama, Mystery            ",6.4,2879,    A whodunit based on the murder of popular children's book author and illustrator Olivia Lake.,"Jennifer Ferrin, Frederick Weller, Paul Reubens, Sharon Stone",2018,,9,1,HBO Max,"Crime ,Drama ,Mystery ,Thriller","Mosaic is a mystery thriller that takes place in Park City, Utah. Originally released as an interactive app, Mosaic allows the viewer to experience different portions of the story from the perspective of different characters in a non-linear fashion, providing a complex and unique narrative form. The story itself involves a murder mystery, coverups, conspiracies, high-end art, real estate, and the entangled interests of the wealthy Park City elite."
0419326,Foster's Home for Imaginary Friends,30.0,"Animation, Adventure, Comedy            ",7.6,19268,    A boy and his beloved imaginary friend are able to stay together at an orphanage of sorts for imaginary friends that children have outgrown to be adopted by new children.,"Keith Ferguson, Grey Griffin, Candi Milo, Tom Kenny",2004,2009,82,6,Cartoon Network,"Animation ,Adventure ,Comedy ,Family ,Fantasy","Eight-year-old Mac has outgrown his imaginary friend, says his mother, so he takes his buddy Bloo (a walking, talking security blanket) to Foster's Home for Imaginary Friends. Here all sorts of odd characters, given up by their creators, are welcome to stay until new kids come to adopt them. Mac strikes a deal with Madame Foster, the proprietor: as long as he comes to visit every day, Bloo will not be put up for adoption."
5363912,The Last O.G.,30.0,Comedy            ,6.9,2848,    An ex-con is shocked to see just how much the world has changed when he is released from prison for good behavior after a 15-year stint and returns to his newly gentrified Brooklyn neighborhood.,"Tracy Morgan, Tiffany Haddish, Ryan Gaul, Dante Hoagland",2018, ,31,4,Turner Broadcasting System,Comedy,"Tray (Tracy Morgan) is an ex-con who is shocked to see just how much the world has changed when he is released from prison for good behavior after a 15-year stint. Returning to his newly gentrified Brooklyn neighborhood, he discovers that his former girlfriend, Shay (Tiffany Haddish), has married an affable, successful white man (Ryan Gaul) who is helping raise the twins (Taylor Mosby and Dante Hoagland) Tray never knew existed. Wanting nothing more than to connect with his kids, but having neither the money to support them nor himself, Tray falls back on the skills he learned in prison to make ends meet while treading unfamiliar territory."
0446809,Deadliest Catch,55.0,"Documentary, Adventure, Reality-TV            ",7.8,7717,    A documentary series chronicling the real-life high-sea adventures of the Alaskan crab fishermen. This is the most deadly profession in the world.,"Mike Rowe, Sig Hansen, Keith Colburn, Jake Anderson",2005, ,274,16,Discovery Channel,"Documentary ,Adventure ,Reality-TV","Before complaining about the market price of Alaska king crab, check out this gripping documentary series, revealing the mortal perils and intense discomfort that fishing crews face on the Bering Sea to catch the delicacy. Those perils include 40-foot waves, 700-pound crab pots that can easily crush a careless crewman, and freezing temperatures around the clock."
3645318,If Loving You Is Wrong,30.0,"Drama, Romance            ",5.8,1173,    Follows the lives and relationships of a group of five husbands and wives who live on the same street in the fictional community of Maxine.,"Edwina Findley Dickerson, Heather Hemmens, April Parker Jones, Aiden Turner",2014,2020,102,6,OWN: The Oprah Winfrey Network,"Drama ,Romance",Follows the lives and relationships of a group of five husbands and wives who live on the same street in the fictional community of Maxine.
0283226,Totally Spies!,22.0,"Animation, Action, Adventure            ",7.0,8769,"    Three teenage girls from Beverly Hills attempt to balance their lives as high school (later university) students with their undercover work as super-spies, battling an array of bizarre criminals.","Janice Kawaye, Charlie Schlatter, Andrea Baker, Jennifer Hale",2001,2014,156,6,20th Century Fox Television,"Animation ,Action ,Adventure ,Comedy ,Mystery","""Totally Spies!"" is a fast-paced and fun show that depicts 3 girlfriends 'with an attitude' who have to cope with their daily lives at high school as well as the unpredictable pressures of international espionage. Whether the girls are laying low on a secret island off the coast of Japan, on hands and knees deep within the sewers of Paris or crouched in the baggage hold of a private jet over the Bermudas, they confront the most intimidating - and demented - of villains, each with their own special agenda for demonic, global rude behavior! The three friends each use their specific talents to help save the world while stressing about next week's algebra final or finding a decent prom dress on time."
2301351,RuPaul's Drag Race All Stars,60.0,"Game-Show, Reality-TV            ",8.5,5859,    New show will serve up a new twist on the mega-hit RuPaul's Drag Race as it pits queens from previous seasons in a wig-to-wig drag battle royale.,"RuPaul, Michelle Visage, Carson Kressley, Ross Mathews",2012, ,43,5,Amazon Studios,"Game-Show ,Reality-TV",New show will serve up a new twist on the mega-hit RuPaul's Drag Race as it pits queens from previous seasons in a wig-to-wig drag battle royale.
4406248,Vixen,5.0,"Animation, Action, Adventure            ",7.1,3097,"    Vixen is based on the DC Character Mari McCabe / Vixen, a costumed superhero crime-fighter with the power to mimic the abilities of any animal that has ever lived on Earth.","Megalyn Echikunwoke, Anika Noni Rose, Emily Bett Rickards, Sean Patrick Thomas",2015,2016,12,2,CW Seed,"Animation ,Action ,Adventure ,Fantasy ,Sci-Fi","Vixen is based on the DC Character Mari McCabe / Vixen, a costumed superhero crime-fighter with the power to mimic the abilities of any animal that has ever lived on Earth."
2355844,Twisted,60.0,"Drama, Mystery, Thriller            ",7.3,9307,    A teen with a troubled past reconnects with his two female best friends from childhood. He becomes the prime suspect when a fellow student is surprisingly found dead in her home.,"Avan Jogia, Maddie Hasson, Ashton Moio, Kimberly Quinn",2013,2014,21,1,ABC Family,"Drama ,Mystery ,Thriller","Teen Danny Desai returns home after five years in a juvenile detention facility for killing his aunt, reconnects with old friends and attracts the attention of the high schools ""it girl"" who is later found dead and he is the prime suspect in the murder."
10488234,Don't Look Deeper,8.0,"Drama, Sci-Fi            ",6.0,564,    A high school student in central California sets off an unexpected series of events when she begins to doubt if she's human.,"Helena Howard, Don Cheadle, Emily Mortimer, Ema Horvath",2020, ,14,1,Quibi,"Drama ,Sci-Fi",A high school student in central California sets off an unexpected series of events when she begins to doubt if she's human.
0805666,Shark,60.0,"Crime, Drama, Mystery            ",7.1,11109,"    Sebastian Stark is a Los Angeles hot-shot lawyer, who leaves his lucrative career as a defender of rich criminals to try public prosecution under the District Attorney. He forms a trial ...                See full summary »
","James Woods, Danielle Panabaker, Sophina Brown, Sarah Carter",2006,2008,38,2,CBS,"Crime ,Drama ,Mystery","Sebastian Stark is a Los Angeles hot-shot lawyer, who leaves his lucrative career as a defender of rich criminals to try public prosecution under the District Attorney. He forms a trial team of his own, consisting of young lawyers, like Casey Woodland, the son of a legislator, who get an opportunity to learn straight from the master, if they can stand his hellish pace, and walk the tightrope between respecting the law while using it and doing whatever it takes to win. A private investigator helps out, digging up factual information. In nearly every episode, a criminal is found out and put behind bars, after testing out tactics in Stark's private mock court. Sebastian often also has to deal with his daughter Julie, who surprisingly chose to live with him after his divorce, rather than with her mother in New York City."
3706628,Indian Summers,52.0,Drama            ,7.3,3582,    Drama set in 1932 during the final years of British colonial rule in India.,"Henry Lloyd-Hughes, Jemima West, Julie Walters, Rick Warden",2015,2016,20,2,Masterpiece Theatre,Drama,"Set against the sweeping grandeur of the Himalayas and tea plantations of Northern India, the drama tells the rich and explosive story of the decline of the British Empire and the birth of modern India, from both sides of the experience. But at the heart of the story lie the implications and ramifications of the tangled web of passions, rivalries and clashes that define the lives of those brought together in this summer which will change everything. It's the summer of 1932. India dreams of Independence, but the British are clinging to power. In the foothills of the Himalayas stands Simla; a little England where every summer the British power-brokers of this nation are posted to govern during the summer months."
1659175,Transformers Prime,30.0,"Animation, Action, Adventure            ",7.9,5468,    In this new set of adventures the Autobots live on Earth and maintain their secret identity. They are joined by 3 teens as they battle the Decepticons.,"Peter Cullen, Sumalee Montano, Jeffrey Combs, Frank Welker",2010,2013,65,3,Hub Television Network,"Animation ,Action ,Adventure ,Comedy ,Drama ,Family ,Sci-Fi",In this new set of adventures the Autobots live on Earth and maintain their secret identity. They are joined by 3 teens as they battle the Decepticons.
1299365,How to Make It in America,30.0,"Comedy, Drama            ",7.9,14934,"    A group of 20 somethings living in New York City. Ben and Cameron work on starting a fashion company, while enjoying their lives in the greatest city in the world.","Bryan Greenberg, Victor Rasuk, Lake Bell, Eddie Kaye Thomas",2010,2011,17,2,Home Box Office,"Comedy ,Drama","A group of 20 somethings living in New York City. Ben and Cameron work on starting a fashion company, while enjoying their lives in the greatest city in the world."
8888168,The Code,60.0,Drama            ,6.2,1702,"    A look at the professional and personal lives of some of the military's brightest legal minds in the courtroom, where each attorney is trained as a prosecutor, a defense lawyer, an investigator - and a Marine.","Anna Wood, Ato Essandoh, Phillipa Soo, Raffi Barsoumian",2019, ,13,1,CBS,Drama,"A look at the professional and personal lives of some of the military's brightest legal minds in the courtroom, where each attorney is trained as a prosecutor, a defense lawyer, an investigator - and a Marine."
3975368,Teachers,30.0,Comedy            ,6.4,3100,"    Teachers show their hilariously warped perspective as six elementary school educators trying to mold young minds, even though their own lives aren't really together.","Caitlin Barlow, Katy Colloton, Kate Lambert, Katie O'Brien",2016,2019,50,3,TV Land,Comedy,"Teachers show their hilariously warped perspective as six elementary school educators trying to mold young minds, even though their own lives aren't really together."
10589968,The Secret of Skinwalker Ranch,,"Horror, Mystery, Reality-TV            ",6.1,825,"    A team of experts and scientists undertakes exhaustive research at Skinwalker Ranch, an infamous location for paranormal activity and UFO sightings.","Travis Taylor, Erik Bard, Brandon Fugal, Thomas Winterton",2020, ,8,1,A+E Networks,"Horror ,Mystery ,Reality-TV","A team of scientists and experts who will conduct a thorough search in one of the most infamous and secretive hotspots of paranormal and UFO-related activities on earth,Skinwalker Ranch.They will attempt to find out the truth behind more than 200 years of mysteries - involving everything from UFO sightings and paranormal activities to animal mutilations and Native American legends of a shape-shifting creature known simply as as ""The Skinwalker."""
3544772,Kirby Buckets,23.0,"Animation, Comedy            ",4.8,408,"    Follows 13-year-old Kirby Buckets, who dreams of becoming a famous animator like his idol, Mac MacCallister. Kirby sees his drawings take shape as he and his best friends, Fish and Eli, go on outrageous and unpredictable adventures.","Jacob Bertrand, Mekai Curtis, Cade Sutton, Olivia Stuck",2014,2017,59,3,Disney XD,"Animation ,Comedy","Follows 13-year-old Kirby Buckets, who dreams of becoming a famous animator like his idol, Mac MacCallister. Kirby sees his drawings take shape as he and his best friends, Fish and Eli, go on outrageous and unpredictable adventures."
7010622,Vampirina,25.0,"Animation, Short, Comedy            ",6.8,625,"    ""Vampirina"" tells the story of a young vampire girl who faces the joys and trials of being the new kid in town when her family moves from Transylvania to Pennsylvania.","Lauren Graham, Isabella Crovetti, Jordan Alexa Davis, Wanda Sykes",2017, ,69,3,Disney Junior,"Animation ,Short ,Comedy ,Family ,Fantasy ,Musical","""Vampirina"" tells the story of a young vampire girl who faces the joys and trials of being the new kid in town when her family moves from Transylvania to Pennsylvania."
10098498,The UnXplained,,Documentary            ,7.2,525,"    The show will explore the facts behind the world's most fascinating, strange and inexplicable mysteries.","William Shatner, David Whitehead, Travis Taylor, Michael Dennin",2019, ,26,2,History Channel,Documentary,"The show will explore the facts behind the world's most fascinating, strange and inexplicable mysteries."
0285358,The Ellen Show,30.0,"Comedy, Romance            ",6.0,1440,    An Internet executive moves back to her small hometown.,"Ellen DeGeneres, Jim Gaffigan, Emily Rutherfurd, Martin Mull",2001,2002,18,1,Mill Creek Entertainment,"Comedy ,Romance","Ellen Richmond decides to trade the stresses of her fast-track, big-city lifestyle for the slower pace of her quieter hometown, where she is known and loved. But is returning to her fishbowl-like hometown, her eccentric mother Dot, and her scatterbrained sister Catherine, the best course of action? Ellen gets reacquainted with her senior-prom date Rusty, who thinks they can pick up where they left off, and Mr. Munn, her befuddled teacher. Though worlds apart from the people who love her, Ellen begins to adjust to a very different way of life."
1811179,Penn & Teller: Fool Us,60.0,"Comedy, Game-Show, Mystery            ",8.1,3339,"    Aspiring magicians from all over the world perform their best tricks to try and fool Penn and Teller, the world-famous magician duo. If the two can not guess how the trick was done, the ""fooler"" gets to be on their Las Vegas magic show.","Penn Jillette, Teller, Alyson Hannigan, Jonathan Ross",2011, ,96,7,The CW Network,"Comedy ,Game-Show ,Mystery","A highly entertaining and thrilling one-hour competition series celebrating magic and featuring the legendary magician duo Penn and Teller. On each episode, aspiring magicians from all around the world are invited to perform their best trick to try and fool the two. To avoid spoiling the tricks, when Penn and Teller are able to guess how the contestants' magic works, they usually explain it in code, and when the contestants do manage to fool them, they are rewarded with a guest spot on their famous magic show in Las Vegas. At the end of each episode, P&T also perform one of their own impressive tricks. British television and radio personality Jonathan Ross served as host until 2016, when Buffy the Vampire Slayer (1997) star Alyson Hannigan took over as the new charming host."
4877736,BrainDead,44.0,"Comedy, Drama, Horror            ",8.1,10220,    A government employee discovers that the cause of the tensions between the two political parties is a race of extraterrestrial insects eating the brains of the politicians.,"Mary Elizabeth Winstead, Danny Pino, Aaron Tveit, Tony Shalhoub",2016,,13,1,CBS,"Comedy ,Drama ,Horror ,Sci-Fi ,Thriller","A young, fresh-faced Hill staffer gets her first job in Washington, D.C. to discover two things: The government has stopped working, and alien spawn have come to earth and eaten the brains of a growing number of Congressmen and Hill staffers."
0426697,Ghost Hunters,60.0,Thriller            ,6.2,6348,"    This one-hour weekly docu-soap from the creator/executive producer of ""American Chopper"" follows a group of real-life paranormal researchers as they investigate haunted houses throughout ...                See full summary »
","Jason Hawes, Steve Gonsalves, Grant Wilson, Dave Tango",2004, ,270,13,The Sci-Fi Channel,Thriller,"This one-hour weekly docu-soap from the creator/executive producer of ""American Chopper"" follows a group of real-life paranormal researchers as they investigate haunted houses throughout the country, encountering every type of imaginable haunting. Jason Hawes and Grant Wilson, plumbers by trade, head up TAPS -- The Atlantic Paranormal Society -- a group of ordinary, everyday people with an interest in getting to the bottom of your otherworldly disturbances."
4270458,Roadies,60.0,"Comedy, Drama, Music            ",7.4,5154,    A road crew helps with a rock band's major multi-city tour.,"Carla Gugino, Luke Wilson, Imogen Poots, Rafe Spall",2016,,10,1,Showtime Networks,"Comedy ,Drama ,Music",A road crew helps with a rock band's major multi-city tour.
4328676,Kids Baking Championship,60.0,Game-Show            ,7.0,332,    The best 10 to 13-year-old bakers compete against each other for the title of Kids Baking Champion.,"Duff Goldman, Valerie Bertinelli, Linsey Lam, Abby Martin",2015, ,77,9,Food Network,Game-Show,The best 10 to 13-year-old bakers compete against each other for the title of Kids Baking Champion.
1710295,Doc McStuffins,11.0,"Animation, Short, Family            ",6.7,1882,"    ""Doc McStuffins"" is an imaginative animated series about Doc McStuffins, a young girl who aspires to be a doctor like her mom and communicates with and heals broken toys and stuffed animals.","Lara Jill Miller, Loretta Devine, Robbie Rist, Jess Harnell",2012, ,161,5,Disney Channel,"Animation ,Short ,Family ,Fantasy ,Music ,Musical","""Doc McStuffins"" is an imaginative animated series about Doc McStuffins, a young girl who aspires to be a doctor like her mom and communicates with and heals broken toys and stuffed animals."
3061050,Clarence,23.0,"Animation, Short, Adventure            ",6.6,6996,"    The adventures of a 4th grader named Clarence along with his two best friends, Sumo and Jeff.","Spencer Rothbell, Katie Crown, Tom Kenny, Sean Giambrone",2013,2018,130,3,Cartoon Network,"Animation ,Short ,Adventure ,Comedy ,Family","The adventures of a 4th grader named Clarence along with his two best friends, Sumo and Jeff."
0366005,Danny Phantom,30.0,"Animation, Action, Adventure            ",7.1,15390,    A 14-year-old receives ghost powers and uses them to save the world,"David Kaufman, Grey Griffin, Rickey D'Shon Collins, Colleen O'Shaughnessey",2004,2007,49,3,Nickelodeon Network,"Animation ,Action ,Adventure ,Comedy ,Family ,Fantasy ,Horror ,Sci-Fi","Action-packed adventures of Danny Fenton, who straddles two worlds as a shy freshman at Casper High and a heroic phantom-fighter with ghostly superpowers. With his best friends, techno-geek Tucker and free-thinking Goth girl Sam, he thwarts the misdeeds of menacing ghosts; and stumbles through daily social hurdles."
8543208,Looney Tunes Cartoons,12.0,"Animation, Short, Adventure            ",8.2,556,"    Bugs Bunny, Daffy Duck, Porky Pig and many other classic Looney Tunes characters have all new misadventures in this series inspired by their classic shorts. Most episodes consist of two full shorts and a brief mid-episode vignette.","Eric Bauza, Jeff Bergman, Bob Bergen, Fred Tatasciore",2019, ,22,1,HBO Max,"Animation ,Short ,Adventure ,Comedy ,Family","A reboot of the Looney Tunes, which consists of 1000 minutes spread across 1-6 minute shorts featuring Bugs Bunny, Daffy Duck, Porky Pig, Tweety Bird, Sylvester Pussycat, Elmer Fudd, and the brand's other marquee characters played by a proficient voice cast in visually vibrant misadventures all driven by simple gags."
10329044,United We Fall,21.0,Comedy            ,5.9,701,    A couple with young children and overzealous extended families let their judgmental grandmother move in with them.,"Will Sasso, Christina Vidal, Ella Grace Helton, Guillermo Díaz",2020,,8,1,American Broadcasting Company,Comedy,A couple with young children and overzealous extended families let their judgmental grandmother move in with them.
11312130,Wireless,8.0,"Short, Thriller            ",6.0,499,"    A self-obsessed college student stranded in the Colorado mountains, whose only hope for survival is the tool he has spent his whole life learning to use: his smartphone.","Tye Sheridan, Andie MacDowell, Lukas Gage, Francesca Reale",2020, ,10,1,Quibi,"Short ,Thriller","A self-obsessed college student stranded in the Colorado mountains, whose only hope for survival is the tool he has spent his whole life learning to use: his smartphone."
7440732,The Kids Are Alright,30.0,Comedy            ,7.9,2947,    A pair of working class parents in an Irish-Catholic family try to raise their eight kids during the 1970s.,"Mary McCormack, Jack Gore, Sam Straley, Caleb Foote",2018,2019,23,1,American Broadcasting Company,Comedy,A pair of working class parents in an Irish-Catholic family try to raise their eight kids during the 1970s.
7230846,No Activity,30.0,Comedy            ,6.7,1033,    Two low-level cops who have spent too much time in a car; two criminals who are kept in the dark; two dispatch workers who haven't really clicked; and two Mexican tunnelers who are in a small space considering they've only just met.,"Patrick Brammall, Sunita Mani, Amy Sedaris, Tim Meadows",2017, ,25,4,CBS All Access,Comedy,"Set against the world of a major drug cartel bust, the series follows two low-level cops who have spent far too much time in a car together; two criminals who are largely kept in the dark; two dispatch workers who haven't really clicked; and two Mexican tunnelers who are in way too small a space considering they've only just met."
